pincode,officename,divisionname,statename
577138,Kanchugal Bidre,Chikmagalur,Karnataka
577127,Kanur,Chikmagalur,Karnataka
577144,Karakuchi,Chikmagalur,Karnataka
577101,Karthikere,Chikmagalur,Karnataka
577550,Katignere,Chikmagalur,Karnataka
577127,Kattinamane,Chikmagalur,Karnataka
577139,Kavadi,Chikmagalur,Karnataka
577111,Kelagur,Chikmagalur,Karnataka
577122,Kelagur(J),Chikmagalur,Karnataka
577126,Kelakuli,Chikmagalur,Karnataka
577113,Kenjige,Chikmagalur,Karnataka
577139,Kerekatte,Chikmagalur,Karnataka
577548,Keresanthe,Chikmagalur,Karnataka
577126,Kesave,Chikmagalur,Karnataka
577131,Kesavinamane,Chikmagalur,Karnataka
577132,Kirugunda,Chikmagalur,Karnataka
577127,Konakere,Chikmagalur,Karnataka
577136,Konkalamane,Chikmagalur,Karnataka
577126,Koppa,Chikmagalur,Karnataka
577113,Kottigehara,Chikmagalur,Karnataka
577116,Kudlur,Chikmagalur,Karnataka
577127,Kudregundi,Chikmagalur,Karnataka
577142,Kudremukh,Chikmagalur,Karnataka
577133,Kuduvalli,Chikmagalur,Karnataka
577123,Kulur,Chikmagalur,Karnataka
577139,Kunchebyle,Chikmagalur,Karnataka
577132,Kundur,Chikmagalur,Karnataka
577182,Kunkanadu,Chikmagalur,Karnataka
577146,Kurubarabudihal,Chikmagalur,Karnataka
577102,Kuruvangi,Chikmagalur,Karnataka
577168,Lakkammanahalli,Chikmagalur,Karnataka
577128,Lakkavalli,Chikmagalur,Karnataka
577168,Lakya,Chikmagalur,Karnataka
577129,Lingadahalli,Chikmagalur,Karnataka
577123,Lokanathapura,Chikmagalur,Karnataka
577134,Madabur,Chikmagalur,Karnataka
577160,Magundi,Chikmagalur,Karnataka
577132,Makonahalli,Chikmagalur,Karnataka
577228,Malalichennenahalli,Chikmagalur,Karnataka
577133,Malalur(CKM),Chikmagalur,Karnataka
577130,Mallandur,Chikmagalur,Karnataka
577131,Mallenahalli,Chikmagalur,Karnataka
577124,Marasanige,Chikmagalur,Karnataka
577182,Maravanji,Chikmagalur,Karnataka
577101,Marle,Chikmagalur,Karnataka
577139,Masige,Chikmagalur,Karnataka
577548,Mathighatta,Chikmagalur,Karnataka
577112,Megaramakki,Chikmagalur,Karnataka
577139,Megur,Chikmagalur,Karnataka
577122,Megur,Chikmagalur,Karnataka
577132,Mekanagadde,Chikmagalur,Karnataka
577112,Melpal,Chikmagalur,Karnataka
577120,Melubellare,Chikmagalur,Karnataka
577126,Melukoppa,Chikmagalur,Karnataka
577139,Melukoppa Begane,Chikmagalur,Karnataka
577134,Mudabagilu,Chikmagalur,Karnataka
577550,Mudigere,Chikmagalur,Karnataka
577132,Mudigere,Chikmagalur,Karnataka
577133,Mugthihalli,Chikmagalur,Karnataka
577101,Muguluvalli,Chikmagalur,Karnataka
577116,Mundre,Chikmagalur,Karnataka
577182,Muthanagere,Chikmagalur,Karnataka
577134,Muthinakoppa,Chikmagalur,Karnataka
577175,Nagaralu,Chikmagalur,Karnataka
577168,Nagenahalli,Chikmagalur,Karnataka
577139,Nallur,Chikmagalur,Karnataka
577228,Nandi,Chikmagalur,Karnataka
577129,Nandibatlu,Chikmagalur,Karnataka
577132,Nandipura,Chikmagalur,Karnataka
577134,Narasimharajapura,Chikmagalur,Karnataka
577126,Narve,Chikmagalur,Karnataka
577139,Nemmar,Chikmagalur,Karnataka
577228,Neralakere,Chikmagalur,Karnataka
577548,Nidaghatta,Chikmagalur,Karnataka
577122,Niduvale,Chikmagalur,Karnataka
577182,Niduvalli,Chikmagalur,Karnataka
577120,Niluvagilu,Chikmagalur,Karnataka
577182,Panchanahalli,Chikmagalur,Karnataka
577131,Pandaavalli,Chikmagalur,Karnataka
577548,Patnagere,Chikmagalur,Karnataka
577113,Phalguni,Chikmagalur,Karnataka
577168,Pillenahally,Chikmagalur,Karnataka
577101,Porterpet,Chikmagalur,Karnataka
577101,Ramanahalli,Chikmagalur,Karnataka
577133,Rampura,Chikmagalur,Karnataka
577144,Rangenahalli,Chikmagalur,Karnataka
577139,Rushyashringapura,Chikmagalur,Karnataka
577146,S. Bidare,Chikmagalur,Karnataka
577138,S. Madapura,Chikmagalur,Karnataka
577135,Sakrepatna,Chikmagalur,Karnataka
577129,Sampigekhan,Chikmagalur,Karnataka
577124,Samse,Chikmagalur,Karnataka
577136,Sangameshwarapete,Chikmagalur,Karnataka
577137,Santaveri,Chikmagalur,Karnataka
577548,Saraswathipura,Chikmagalur,Karnataka
577127,Seethur,Chikmagalur,Karnataka
577114,Shanthigrama,Chikmagalur,Karnataka
577547,Shanuboganahalli,Chikmagalur,Karnataka
577120,Shanuvalli,Chikmagalur,Karnataka
577134,Shettykoppa,Chikmagalur,Karnataka
577146,Sindigere,Chikmagalur,Karnataka
577138,Singatagere,Chikmagalur,Karnataka
577130,Sirvase,Chikmagalur,Karnataka
577549,Siva R.S.,Chikmagalur,Karnataka
577549,Sivane,Chikmagalur,Karnataka
577547,Sokke,Chikmagalur,Karnataka
577550,Sollapura,Chikmagalur,Karnataka
577138,Somanahalli,Chikmagalur,Karnataka
577139,Sringeri,Chikmagalur,Karnataka
577121,Sunkasale,Chikmagalur,Karnataka
577126,Suryadevasthana,Chikmagalur,Karnataka
577548,Tangli,Chikmagalur,Karnataka
577129,Tanigebyle,Chikmagalur,Karnataka
577228,Tarikere,Chikmagalur,Karnataka
577139,Tekkur,Chikmagalur,Karnataka
577179,Thotadur,Chikmagalur,Karnataka
577549,Thyagadakatte,Chikmagalur,Karnataka
577139,Thyavana,Chikmagalur,Karnataka
577137,Togarihanakal,Chikmagalur,Karnataka
577168,Uddeboranahalli,Chikmagalur,Karnataka
577129,Udeva,Chikmagalur,Karnataka
577140,Udugere,Chikmagalur,Karnataka
577132,Urubage,Chikmagalur,Karnataka
577126,Uttameshwara,Chikmagalur,Karnataka
577180,Vakkalagere,Chikmagalur,Karnataka
577133,Vastare,Chikmagalur,Karnataka
577139,Vidyaranyapura,Chikmagalur,Karnataka
577101,Vijayapuram (Chickmagalur),Chikmagalur,Karnataka
577548,Y. Mallapura,Chikmagalur,Karnataka
577140,Yagati,Chikmagalur,Karnataka
577548,Yellambalase,Chikmagalur,Karnataka
577548,Yemmedoddi,Chikmagalur,Karnataka
577536,Abbaiahnahalli,Chitradurga,Karnataka
577546,Abbinahole,Chitradurga,Karnataka
577518,Adanur,Chitradurga,Karnataka
577526,Adanur,Chitradurga,Karnataka
577511,Adivala,Chitradurga,Karnataka
577558,Aimangala,Chitradurga,Karnataka
577541,Alagawadi,Chitradurga,Karnataka
577541,Alaghatta,Chitradurga,Karnataka
577597,Alaghatta,Chitradurga,Karnataka
577512,Alur,Chitradurga,Karnataka
577598,Alur,Chitradurga,Karnataka
577601,Amaravathi,Chitradurga,Karnataka
577545,Ambalagere,Chitradurga,Karnataka
577557,Amruthapura,Chitradurga,Karnataka
577534,Anaberu,Chitradurga,Karnataka
577528,Anaburu,Chitradurga,Karnataka
577556,Anagodu,Chitradurga,Karnataka
577512,Anaji,Chitradurga,Karnataka
577534,Annapura,Chitradurga,Karnataka
577555,Annehal,Chitradurga,Karnataka
577554,Annivala,Chitradurga,Karnataka
577554,Arabhaghatta,Chitradurga,Karnataka
577527,Aralahalli,Chitradurga,Karnataka
577515,Aralihally,Chitradurga,Karnataka
577511,Arnakatte,Chitradurga,Karnataka
577513,Asagodu,Chitradurga,Karnataka
577514,Attigere,Chitradurga,Karnataka
577527,Attimagge,Chitradurga,Karnataka
577003,Avaragere,Chitradurga,Karnataka
577589,Avaragolla,Chitradurga,Karnataka
577529,B.G.Kere,Chitradurga,Karnataka
577598,Babbur Farm,Chitradurga,Karnataka
577514,Bada,Chitradurga,Karnataka
577515,Bagur (Chitradurga),Chitradurga,Karnataka
577522,Balenahalli,Chitradurga,Karnataka
577597,Ballalasamudra,Chitradurga,Karnataka
577525,Ballur,Chitradurga,Karnataka
577517,Bangarakkanahally,Chitradurga,Karnataka
577516,Bannikodu,Chitradurga,Karnataka
577005,Bapuji Vidyanagara,Chitradurga,Karnataka
577001,Barline Road-Davanagere,Chitradurga,Karnataka
577002,Basavanahal,Chitradurga,Karnataka
577513,Basavanakote,Chitradurga,Karnataka
577541,Basavasivanakere,Chitradurga,Karnataka
577599,Beeranahally,Chitradurga,Karnataka
577526,Beesanahally,Chitradurga,Karnataka
577522,Belagere,Chitradurga,Karnataka
577517,Belaghatta,Chitradurga,Karnataka
577597,Belagur,Chitradurga,Karnataka
577002,Belavanur,Chitradurga,Karnataka
577601,Belludi,Chitradurga,Karnataka
577002,Bethur,Chitradurga,Karnataka
577519,Bhahadurghatta,Chitradurga,Karnataka
577516,Bhanuvally,Chitradurga,Karnataka
577601,Bharamapuri Extension,Chitradurga,Karnataka
577519,Bharamasagara,Chitradurga,Karnataka
577528,Bharamasamudra,Chitradurga,Karnataka
577558,Bharampura,Chitradurga,Karnataka
577520,Bheemasamudra,Chitradurga,Karnataka
577521,Bidarakere,Chitradurga,Karnataka
577516,Bilasanur,Chitradurga,Karnataka
577553,Bilichodu,Chitradurga,Karnataka
577521,Bistuvalli,Chitradurga,Karnataka
577518,Bndurga,Chitradurga,Karnataka
577527,Bokikere,Chitradurga,Karnataka
577520,Bommenahalli,Chitradurga,Karnataka
577536,Bosedevarahatti,Chitradurga,Karnataka
577543,Buddanahatty,Chitradurga,Karnataka
577533,Bukkasagara,Chitradurga,Karnataka
577554,Burudekatte,Chitradurga,Karnataka
577532,Burujanaroppa,Chitradurga,Karnataka
577546,Byadarahally,Chitradurga,Karnataka
577543,Byadareddyhally,Chitradurga,Karnataka
577541,Byalahal,Chitradurga,Karnataka
577535,Byrapura,Chitradurga,Karnataka
577004,Cg Hospital,Chitradurga,Karnataka
577553,Chaduragolla,Chitradurga,Karnataka
577522,Challakere Bazar,Chitradurga,Karnataka
577522,Challakere,Chitradurga,Karnataka
577538,Channammanagathihally,Chitradurga,Karnataka
577523,Chickjajur,Chitradurga,Karnataka
577541,Chikkabennur,Chitradurga,Karnataka
577533,Chikkabyaladakere,Chitradurga,Karnataka
577502,Chikkagondanahally,Chitradurga,Karnataka
577528,Chikkamallanahole,Chitradurga,Karnataka
577543,Chikkammanahally,Chitradurga,Karnataka
577523,Chikkandawadi,Chitradurga,Karnataka
577520,Chikkapura,Chitradurga,Karnataka
577523,Chikkayemmiganur,Chitradurga,Karnataka
577535,Chikkerahally,Chitradurga,Karnataka
577535,Chikkobanahally,Chitradurga,Karnataka
577501,Chitradurga Collegeroad,Chitradurga,Karnataka
577501,Chitradurga Dist Office,Chitradurga,Karnataka
577501,Chitradurga Fort,Chitradurga,Karnataka
577501,Chitradurga Chickpet,Chitradurga,Karnataka
577501,Chitradurga,Chitradurga,Karnataka
577557,Chitrahally,Chitradurga,Karnataka
577537,Chitranaikanahalli,Chitradurga,Karnataka
577519,Chowlihalli,Chitradurga,Karnataka
577538,Chowlur,Chitradurga,Karnataka
577540,Dadagur,Chitradurga,Karnataka
577524,Dandinakurubarahatti,Chitradurga,Karnataka
577002,Davanagere City,Chitradurga,Karnataka
577001,Davangere,Chitradurga,Karnataka
577527,Devapura,Chitradurga,Karnataka
577002,Devarabelakere,Chitradurga,Karnataka
577006,Devaraj Urs Layout-Dvg,Chitradurga,Karnataka
577529,Devaredduyhally,Chitradurga,Karnataka
577540,Devasamudra,Chitradurga,Karnataka
577527,Devigere,Chitradurga,Karnataka
577553,Devikere,Chitradurga,Karnataka
577596,Dharmapura,Chitradurga,Karnataka
577513,Diddige,Chitradurga,Karnataka
577598,Dindavara,Chitradurga,Karnataka
577566,Doddabathi,Chitradurga,Karnataka
577538,Doddabeeranahally,Chitradurga,Karnataka
577538,Doddachelur,Chitradurga,Karnataka
577598,Doddaghatta,Chitradurga,Karnataka
577527,Doddaghatta,Chitradurga,Karnataka
577557,Doddakittadahalli,Chitradurga,Karnataka
577524,Doddasiddavvanahalli,Chitradurga,Karnataka
577533,Doddatekalavatti,Chitradurga,Karnataka
577537,Doddaullarthi,Chitradurga,Karnataka
577522,Dodderi,Chitradurga,Karnataka
577541,Doddiganahal,Chitradurga,Karnataka
577531,Dogganahal,Chitradurga,Karnataka
577537,Donehalli,Chitradurga,Karnataka
577528,Donehalli,Chitradurga,Karnataka
577516,Dulehole,Chitradurga,Karnataka
577531,Dummi,Chitradurga,Karnataka
577537,Durgavara,Chitradurga,Karnataka
577524,Dyamavvanahally,Chitradurga,Karnataka
577557,Echagatta,Chitradurga,Karnataka
577534,Echaghatta,Chitradurga,Karnataka
577528,Gadimakunte,Chitradurga,Karnataka
577599,Ganaikanahally,Chitradurga,Karnataka
577539,Gangasamudra,Chitradurga,Karnataka
577527,Gattihosahally,Chitradurga,Karnataka
577542,Gavirangapura,Chitradurga,Karnataka
577543,Ghataparthy,Chitradurga,Karnataka
577526,Gilikenahalli,Chitradurga,Karnataka
577555,Godabanahal,Chitradurga,Karnataka
577523,Gonjiganur,Chitradurga,Karnataka
577517,Gonuru,Chitradurga,Karnataka
577522,Gopanahalli,Chitradurga,Karnataka
577514,Gopanahalu,Chitradurga,Karnataka
577538,Gosikere,Chitradurga,Karnataka
577530,Govinahalu,Chitradurga,Karnataka
577536,Gowdagere,Chitradurga,Karnataka
577598,Gowdanahally,Chitradurga,Karnataka
577539,Gowdihalli,Chitradurga,Karnataka
577599,Gownahally,Chitradurga,Karnataka
577529,Gowrasamudra,Chitradurga,Karnataka
577512,Gudahal,Chitradurga,Karnataka
577530,Guddadabevinahalli,Chitradurga,Karnataka
577533,Guddadaneralakere,Chitradurga,Karnataka
577502,Guddadarangavanahally,Chitradurga,Karnataka
577558,Guilal,Chitradurga,Karnataka
577530,Gulladahalli,Chitradurga,Karnataka
577526,Gunderi,Chitradurga,Karnataka
577513,Gurusiddapura,Chitradurga,Karnataka
577553,Guttidurga,Chitradurga,Karnataka
577601,Guttur,Chitradurga,Karnataka
577557,H.D.Pura,Chitradurga,Karnataka
577525,Hadadi,Chitradurga,Karnataka
577517,Haikal,Chitradurga,Karnataka
577596,Halagaladdi,Chitradurga,Karnataka
577541,Halavadara,Chitradurga,Karnataka
577530,Halivana,Chitradurga,Karnataka
577598,Halmadenahalli,Chitradurga,Karnataka
577519,Hampanur,Chitradurga,Karnataka
577601,Hanagawadi,Chitradurga,Karnataka
577535,Hangal,Chitradurga,Karnataka
577529,Hanumanthanahally,Chitradurga,Karnataka
577528,Hanumanthapura,Chitradurga,Karnataka
577522,Haravigondanahalli,Chitradurga,Karnataka
577601,Harihara Fort,Chitradurga,Karnataka
577601,Harihara,Chitradurga,Karnataka
577546,Hariyabbe,Chitradurga,Karnataka
577545,Harthikote,Chitradurga,Karnataka
577556,Hebbal,Chitradurga,Karnataka
577554,Hebbali,Chitradurga,Karnataka
577542,Heggere,Chitradurga,Karnataka
577553,Helekallu,Chitradurga,Karnataka
577545,Hemadala,Chitradurga,Karnataka
577512,Hemmanabethur,Chitradurga,Karnataka
577520,Hireguntanur,Chitradurga,Karnataka
577529,Hirehally,Chitradurga,Karnataka
577518,Hirekandawadi,Chitradurga,Karnataka
577535,Hirekerehally,Chitradurga,Karnataka
577532,Hiremadhure,Chitradurga,Karnataka
577528,Hiremallanahole,Chitradurga,Karnataka
577514,Hirethogaleri,Chitradurga,Karnataka
577523,Hireyemmiganur,Chitradurga,Karnataka
577599,Hiriyur Sugar Factory,Chitradurga,Karnataka
577598,Hiriyur,Chitradurga,Karnataka
577566,Hlebathi,Chitradurga,Karnataka
577526,Holalkere R.S,Chitradurga,Karnataka
577526,Holalkere,Chitradurga,Karnataka
577527,Honnenahalli,Chitradurga,Karnataka
577556,Honnur,Chitradurga,Karnataka
577527,Hosadurga,Chitradurga,Karnataka
577528,Hosakere,Chitradurga,Karnataka
577522,Hottappanahalli,Chitradurga,Karnataka
577528,Hucchavvanahalli,Chitradurga,Karnataka
577534,Huchhavvanahalli,Chitradurga,Karnataka
577512,Hulikatte,Chitradurga,Karnataka
577522,Hulikunte,Chitradurga,Karnataka
577558,Hulithotlu,Chitradurga,Karnataka
577521,Hullehal,Chitradurga,Karnataka
577555,Hullur,Chitradurga,Karnataka
577527,Hunavinadu,Chitradurga,Karnataka
577517,Hunsekatte,Chitradurga,Karnataka
577598,Huvinahole,Chitradurga,Karnataka
577512,Igoor,Chitradurga,Karnataka
577511,Ikkanur,Chitradurga,Karnataka
577524,Ingaladahal,Chitradurga,Karnataka
577519,Isamudra,Chitradurga,Karnataka
577502,Iyyanahalli,Chitradurga,Karnataka
577528,Jagalur,Chitradurga,Karnataka
577540,Jagirbuddenahally,Chitradurga,Karnataka
577522,Jajur,Chitradurga,Karnataka
577532,Jampannaikanakote,Chitradurga,Karnataka
577527,Janakal,Chitradurga,Karnataka
577554,Janthikolalu,Chitradurga,Karnataka
577511,Javanagondanahally,Chitradurga,Karnataka
577502,Jayachamarajendra Extn.,Chitradurga,Karnataka
577002,Jayadeva Circle-Davanagere,Chitradurga,Karnataka
577530,Jigali,Chitradurga,Karnataka
577538,Junjaragunte,Chitradurga,Karnataka
577597,Kabbala,Chitradurga,Karnataka
577517,Kadabanakatte,Chitradurga,Karnataka
577002,Kadajji,Chitradurga,Karnataka
577589,Kadlebalu,Chitradurga,Karnataka
577520,Kadleguddu,Chitradurga,Karnataka
577516,Kadrinayakanahalli,Chitradurga,Karnataka
577523,Kadur,Chitradurga,Karnataka
577525,Kaidale,Chitradurga,Karnataka
577542,Kainadu,Chitradurga,Karnataka
577589,Kakkaragolla,Chitradurga,Karnataka
577518,Kalaghatta,Chitradurga,Karnataka
577519,Kalgere,Chitradurga,Karnataka
577531,Kalkere,Chitradurga,Karnataka
577528,Kalledevarapura,Chitradurga,Karnataka
577516,Kamalapura,Chitradurga,Karnataka
577525,Kanagondanahalli,Chitradurga,Karnataka
577596,Kanajanahalli,Chitradurga,Karnataka
577501,Kanaka Circle Chitradurga,Chitradurga,Karnataka
577533,Kanchipura,Chitradurga,Karnataka
577514,Kandagal,Chitradurga,Karnataka
577528,Kanukuppa,Chitradurga,Karnataka
577522,Kaparahally,Chitradurga,Karnataka
577533,Karehalli,Chitradurga,Karnataka
577522,Karikere,Chitradurga,Karnataka
577511,Kariyala,Chitradurga,Karnataka
577533,Karpurakatte,Chitradurga,Karnataka
577598,Kasavanahally,Chitradurga,Karnataka
577002,Kasturaba Extension,Chitradurga,Karnataka
577511,Kasturirangappanahally,Chitradurga,Karnataka
577537,Katammadevarakote,Chitradurga,Karnataka
577521,Kattigehally,Chitradurga,Karnataka
577527,Kellodu,Chitradurga,Karnataka
577528,Kenchanahalli,Chitradurga,Karnataka
577589,Kenchenahalli,Chitradurga,Karnataka
577531,Kengunte,Chitradurga,Karnataka
577597,Kerehosahally,Chitradurga,Karnataka
577596,Khandenahalli,Chitradurga,Karnataka
577533,Kittadhahal,Chitradurga,Karnataka
577512,Kittur,Chitradurga,Karnataka
577534,Kodaganur,Chitradurga,Karnataka
577523,Kodagavalli,Chitradurga,Karnataka
577543,Kodihally,Chitradurga,Karnataka
577511,Kodihally,Chitradurga,Karnataka
577519,Kogunde,Chitradurga,Karnataka
577530,Kokkanur,Chitradurga,Karnataka
577557,Kolahalli,Chitradurga,Karnataka
577519,Kolahalu,Chitradurga,Karnataka
577002,Kolkunte,Chitradurga,Karnataka
577530,Komaranahalli,Chitradurga,Karnataka
577529,Konasagara,Chitradurga,Karnataka
577515,Kondajji,Chitradurga,Karnataka
577589,Kondajji,Chitradurga,Karnataka
577529,Kondlahalli,Chitradurga,Karnataka
577515,Konguvalli,Chitradurga,Karnataka
577538,Korlakunte,Chitradurga,Karnataka
577001,Krishnarajendra Road-DVG,Chitradurga,Karnataka
577525,Kukkuwada,Chitradurga,Karnataka
577530,Kumbalur,Chitradurga,Karnataka
577517,Kunabevu,Chitradurga,Karnataka
577566,Kundawada,Chitradurga,Karnataka
577601,Kunibelakere,Chitradurga,Karnataka
577531,Kunigali,Chitradurga,Karnataka
577514,Kurki,Chitradurga,Karnataka
577599,Kurubarahally,Chitradurga,Karnataka
577542,Kurubarahally,Chitradurga,Karnataka
577520,Kurubarahally,Chitradurga,Karnataka
577524,Kurumaradikere,Chitradurga,Karnataka
577524,Kyadigere,Chitradurga,Karnataka
577528,Kyasenahalli,Chitradurga,Karnataka
577527,Lakkihally,Chitradurga,Karnataka
577541,Lakshmisagara,Chitradurga,Karnataka
577002,Lokikere,Chitradurga,Karnataka
577527,Madadakere,Chitradurga,Karnataka
577532,Madakarinayakanakote,Chitradurga,Karnataka
577502,Madanayakanahalli,Chitradurga,Karnataka
577527,Madderu,Chitradurga,Karnataka
577527,Madhure,Chitradurga,Karnataka
577524,Madikerepura,Chitradurga,Karnataka
577515,Malali,Chitradurga,Karnataka
577514,Malalkere,Chitradurga,Karnataka
577530,Malebennur,Chitradurga,Karnataka
577526,Malenahalli,Chitradurga,Karnataka
577531,Malladihalli,Chitradurga,Karnataka
577554,Mallappanahalli,Chitradurga,Karnataka
577545,Mallappanahally,Chitradurga,Karnataka
577512,Mallekatte,Chitradurga,Karnataka
577536,Mallurahalli,Chitradurga,Karnataka
577556,Mandalur,Chitradurga,Karnataka
577543,Mannekote,Chitradurga,Karnataka
577515,Marabhaghatta,Chitradurga,Karnataka
577532,Maradihalli,Chitradurga,Karnataka
577527,Maragondanadibba,Chitradurga,Karnataka
577528,Marenahalli,Chitradurga,Karnataka
577538,Marikunte,Chitradurga,Karnataka
577546,Maskal,Chitradurga,Karnataka
577502,Matadakurabarahatty,Chitradurga,Karnataka
577525,Mathi,Chitradurga,Karnataka
577533,Mathodu,Chitradurga,Karnataka
577534,Mayakonda,Chitradurga,Karnataka
577553,Medegenaikere,Chitradurga,Karnataka
577553,Medekerenahalli,Chitradurga,Karnataka
577522,Meerasabihally,Chitradurga,Karnataka
577502,Megalahally,Chitradurga,Karnataka
577599,Metikurke,Chitradurga,Karnataka
577006,Mini Vidhanasoudha,Chitradurga,Karnataka
577004,Modi Circle-Davanagere,Chitradurga,Karnataka
577535,Molakalmuru,Chitradurga,Karnataka
577002,Mudahadadi,Chitradurga,Karnataka
577521,Muddapura,Chitradurga,Karnataka
577513,Murikunte,Chitradurga,Karnataka
577540,Murudi,Chitradurga,Karnataka
577536,Mustalagummi,Chitradurga,Karnataka
577553,Mustegerahalli,Chitradurga,Karnataka
577528,Mustur,Chitradurga,Karnataka
577518,Muthugadur,Chitradurga,Karnataka
577599,Myaklurahally,Chitradurga,Karnataka
577537,Mylanahally,Chitradurga,Karnataka
577536,N.Mahadevapura,Chitradurga,Karnataka
577522,Nagaramgere,Chitradurga,Karnataka
577535,Nagasamudra,Chitradurga,Karnataka
577533,Nagathihally,Chitradurga,Karnataka
577534,Nalikunda,Chitradurga,Karnataka
577516,Nandigavi,Chitradurga,Karnataka
577601,Nanditavare,Chitradurga,Karnataka
577522,Nannivala,Chitradurga,Karnataka
577534,Naraganahalli,Chitradurga,Karnataka
577526,Narayanagondanahally,Chitradurga,Karnataka
577536,Nayakanahatti,Chitradurga,Karnataka
577536,Nelagathanahatti,Chitradurga,Karnataka
577529,Neralahalli,Chitradurga,Karnataka
577536,Nerlagunte,Chitradurga,Karnataka
577556,Nerligi,Chitradurga,Karnataka
577556,Nirthadi,Chitradurga,Karnataka
577530,Nittur,Chitradurga,Karnataka
577004,Nittuvalli,Chitradurga,Karnataka
577542,Obalapura,Chitradurga,Karnataka
577537,Obalapura,Chitradurga,Karnataka
577538,P. Mahadevapura,Chitradurga,Karnataka
577522,Pagadalabande,Chitradurga,Karnataka
577532,Palavvanahally,Chitradurga,Karnataka
577513,Pallaghatta,Chitradurga,Karnataka
577520,Palya,Chitradurga,Karnataka
577555,Pandarahally,Chitradurga,Karnataka
577538,Parasurampura,Chitradurga,Karnataka
577598,Peelali,Chitradurga,Karnataka
577511,Pitlali,Chitradurga,Karnataka
577539,R. Nulenur,Chitradurga,Karnataka
577601,Rajanahalli,Chitradurga,Karnataka
577601,Rajaramnagar Colony-,Chitradurga,Karnataka
577531,Ramaghatta,Chitradurga,Karnataka
577539,Ramagiri (Chitradurga),Chitradurga,Karnataka
577514,Ramagondanahalli,Chitradurga,Karnataka
577522,Ramajogihally,Chitradurga,Karnataka
577540,Rampura (Chitradurga),Chitradurga,Karnataka
577511,Ranganathapura,Chitradurga,Karnataka
577539,Rangapura,Chitradurga,Karnataka
577545,Rangenahally,Chitradurga,Karnataka
577553,Rastemachikere,Chitradurga,Karnataka
577502,Rayanahally,Chitradurga,Karnataka
577535,Rayapura,Chitradurga,Karnataka
577537,Renukapura,Chitradurga,Karnataka
577003,Rm Yard- Davanagere,Chitradurga,Karnataka
577542,S. Nerlakere,Chitradurga,Karnataka
577004,S.S.Layout,Chitradurga,Karnataka
577528,Salahalli,Chitradurga,Karnataka
577515,Sanehally,Chitradurga,Karnataka
577522,Sanikere,Chitradurga,Karnataka
577540,Santhgudda,Chitradurga,Karnataka
577601,Sarathi,Chitradurga,Karnataka
577526,Shivaganaga,Chitradurga,Karnataka
577531,Shivapura,Chitradurga,Karnataka
577002,Shyagale,Chitradurga,Karnataka
577004,Shyamanur,Chitradurga,Karnataka
577513,Siddainakote,Chitradurga,Karnataka
577535,Siddapura,Chitradurga,Karnataka
577520,Siddapura,Chitradurga,Karnataka
577538,Siddeswaranadurga,Chitradurga,Karnataka
577545,Sidlaiahnakote,Chitradurga,Karnataka
577539,Singenahally,Chitradurga,Karnataka
577005,Siramagondanahalli,Chitradurga,Karnataka
577516,Sirigere (Harihara),Chitradurga,Karnataka
577541,Sirigere (Chitradurga),Chitradurga,Karnataka
577005,Sks Nagar-Davanagere,Chitradurga,Karnataka
577528,Sokke,Chitradurga,Karnataka
577522,Somaguddu,Chitradurga,Karnataka
577542,Somenahally,Chitradurga,Karnataka
577532,Sondekere,Chitradurga,Karnataka
577555,Sondekola,Chitradurga,Karnataka
577004,Southern Extension-DVG,Chitradurga,Karnataka
577542,Srirampura,Chitradurga,Karnataka
577502,Station Road-chitradurga,Chitradurga,Karnataka
577546,Sugur,Chitradurga,Karnataka
577558,Suragondanahally,Chitradurga,Karnataka
577538,Suranahally,Chitradurga,Karnataka
577511,T. Nagenahally,Chitradurga,Karnataka
577557,T.Nulenur,Chitradurga,Karnataka
577539,Talakatta,Chitradurga,Karnataka
577558,Talavatti,Chitradurga,Karnataka
577539,Talikatte,Chitradurga,Karnataka
577527,Talya,Chitradurga,Karnataka
577502,Tambranagara,Chitradurga,Karnataka
577518,Taralabalu Circle,Chitradurga,Karnataka
577557,Tekalavatti,Chitradurga,Karnataka
577543,Thallak,Chitradurga,Karnataka
577540,Thammenahally,Chitradurga,Karnataka
577597,Thandaga,Chitradurga,Karnataka
577540,Thimmalapura,Chitradurga,Karnataka
577538,Thimmanayakanakote,Chitradurga,Karnataka
577543,Thimmappaiahnahally,Chitradurga,Karnataka
577537,Thippareddyhally,Chitradurga,Karnataka
577002,Tholahunse,Chitradurga,Karnataka
577524,Toparamalige,Chitradurga,Karnataka
577521,Toranaghatta,Chitradurga,Karnataka
577512,Tumbigre,Chitradurga,Karnataka
577535,Tumkurlahalli,Chitradurga,Karnataka
577539,Tuppadahalli,Chitradurga,Karnataka
577517,Turuvanur,Chitradurga,Karnataka
577598,Uduvally,Chitradurga,Karnataka
577557,Upparigenahalli,Chitradurga,Karnataka
577543,Valase,Chitradurga,Karnataka
577599,Vanivilasapura,Chitradurga,Karnataka
577516,Vasana,Chitradurga,Karnataka
577542,Vengalapura,Chitradurga,Karnataka
577546,Venkalgudda,Chitradurga,Karnataka
577540,Venkatapura,Chitradurga,Karnataka
577006,Vinobhanagara Extn-DVG,Chitradurga,Karnataka
577526,Vishwanathanahally,Chitradurga,Karnataka
577522,Yadalaghatta,Chitradurga,Karnataka
